,NomeParlamentar,Partido,datEmissao,ValorLiquido,TipoDespesa
79,Dagoberto Nogueira,PDT,01/03/21,"10600,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
80,Dagoberto Nogueira,PDT,01/03/21,"5413,38",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
81,Dagoberto Nogueira,PDT,01/03/21,"121,86999999999999",PASSAGEM AÉREA - SIGEPA
82,Dagoberto Nogueira,PDT,01/03/21,"315,0",SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.
83,Dagoberto Nogueira,PDT,01/03/21,"435,44000000000005",TELEFONIA
84,Dagoberto Nogueira,PDT,01/04/19,"6988,099999999999",COMBUSTÍVEIS E LUBRIFICANTES.
85,Dagoberto Nogueira,PDT,01/04/19,"10000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
86,Dagoberto Nogueira,PDT,01/04/19,"4000,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
87,Dagoberto Nogueira,PDT,01/04/19,"133,61",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
88,Dagoberto Nogueira,PDT,01/04/19,"20800,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
89,Dagoberto Nogueira,PDT,01/04/19,"6949,96",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
90,Dagoberto Nogueira,PDT,01/04/19,"1128,39",PASSAGEM AÉREA - REEMBOLSO
91,Dagoberto Nogueira,PDT,01/04/19,"1333,63",PASSAGEM AÉREA - RPA
92,Dagoberto Nogueira,PDT,01/04/19,"-1061,0",PASSAGEM AÉREA - SIGEPA
93,Dagoberto Nogueira,PDT,01/04/19,"706,13",TELEFONIA
94,Dagoberto Nogueira,PDT,01/04/20,"3361,28",COMBUSTÍVEIS E LUBRIFICANTES.
95,Dagoberto Nogueira,PDT,01/04/20,"10000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
96,Dagoberto Nogueira,PDT,01/04/20,"10400,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
97,Dagoberto Nogueira,PDT,01/04/20,"1493,37",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
98,Dagoberto Nogueira,PDT,01/04/20,"655,0",PASSAGEM AÉREA - RPA
99,Dagoberto Nogueira,PDT,01/04/20,"295,0",SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.
100,Dagoberto Nogueira,PDT,01/04/20,"4125,49",TELEFONIA
101,Dagoberto Nogueira,PDT,01/04/21,"2458,58",COMBUSTÍVEIS E LUBRIFICANTES.
102,Dagoberto Nogueira,PDT,01/04/21,"10000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
103,Dagoberto Nogueira,PDT,01/04/21,"7000,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
104,Dagoberto Nogueira,PDT,01/04/21,"53,07",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
105,Dagoberto Nogueira,PDT,01/04/21,"957,08",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
106,Dagoberto Nogueira,PDT,01/04/21,"31,08",PASSAGEM AÉREA - RPA
107,Dagoberto Nogueira,PDT,01/04/21,"-1071,49",PASSAGEM AÉREA - SIGEPA
108,Dagoberto Nogueira,PDT,01/04/21,"295,0",SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.
109,Dagoberto Nogueira,PDT,01/04/21,"119,86",SERVIÇOS POSTAIS
110,Dagoberto Nogueira,PDT,01/04/21,"1378,0700000000002",TELEFONIA
111,Dagoberto Nogueira,PDT,01/05/19,"4275,35",COMBUSTÍVEIS E LUBRIFICANTES.
112,Dagoberto Nogueira,PDT,01/05/19,"10000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
113,Dagoberto Nogueira,PDT,01/05/19,"153,65",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
114,Dagoberto Nogueira,PDT,01/05/19,"10400,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
115,Dagoberto Nogueira,PDT,01/05/19,"228,98999999999998",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
116,Dagoberto Nogueira,PDT,01/05/19,"13685,91",PASSAGEM AÉREA - RPA
117,Dagoberto Nogueira,PDT,01/05/19,"147,14",TELEFONIA
118,Dagoberto Nogueira,PDT,01/05/20,"1636,9099999999999",COMBUSTÍVEIS E LUBRIFICANTES.
119,Dagoberto Nogueira,PDT,01/05/20,"10000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
120,Dagoberto Nogueira,PDT,01/05/20,"233,42",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
121,Dagoberto Nogueira,PDT,01/05/20,"10400,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
122,Dagoberto Nogueira,PDT,01/05/20,"63351,68",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
123,Dagoberto Nogueira,PDT,01/05/20,"-536,04",PASSAGEM AÉREA - SIGEPA
124,Dagoberto Nogueira,PDT,01/05/20,"603,75",TELEFONIA
125,Dagoberto Nogueira,PDT,01/05/21,"3753,12",COMBUSTÍVEIS E LUBRIFICANTES.
126,Dagoberto Nogueira,PDT,01/05/21,"10000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
127,Dagoberto Nogueira,PDT,01/05/21,"7000,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
128,Dagoberto Nogueira,PDT,01/05/21,"82,38",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
129,Dagoberto Nogueira,PDT,01/05/21,"7800,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
130,Dagoberto Nogueira,PDT,01/05/21,"43335,22",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
131,Dagoberto Nogueira,PDT,01/05/21,"1050,79",TELEFONIA
132,Dagoberto Nogueira,PDT,01/06/19,"3164,0299999999997",COMBUSTÍVEIS E LUBRIFICANTES.
133,Dagoberto Nogueira,PDT,01/06/19,"10000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
134,Dagoberto Nogueira,PDT,01/06/19,"183,51999999999998",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
135,Dagoberto Nogueira,PDT,01/06/19,"12500,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
136,Dagoberto Nogueira,PDT,01/06/19,"5566,79",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
137,Dagoberto Nogueira,PDT,01/06/19,"8900,67",PASSAGEM AÉREA - RPA
138,Dagoberto Nogueira,PDT,01/06/19,"1633,7",TELEFONIA
139,Dagoberto Nogueira,PDT,01/06/20,"1532,96",COMBUSTÍVEIS E LUBRIFICANTES.
140,Dagoberto Nogueira,PDT,01/06/20,"10000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
141,Dagoberto Nogueira,PDT,01/06/20,"233,42",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
142,Dagoberto Nogueira,PDT,01/06/20,"10400,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
143,Dagoberto Nogueira,PDT,01/06/20,"1123,75",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
144,Dagoberto Nogueira,PDT,01/06/20,"-1325,79",PASSAGEM AÉREA - SIGEPA
145,Dagoberto Nogueira,PDT,01/06/20,"1057,63",TELEFONIA
146,Dagoberto Nogueira,PDT,01/06/21,"3477,15",COMBUSTÍVEIS E LUBRIFICANTES.
147,Dagoberto Nogueira,PDT,01/06/21,"10000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
148,Dagoberto Nogueira,PDT,01/06/21,"14233,42",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
149,Dagoberto Nogueira,PDT,01/06/21,"2800,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
150,Dagoberto Nogueira,PDT,01/06/21,"600,0",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
151,Dagoberto Nogueira,PDT,01/06/21,"34,61",SERVIÇOS POSTAIS
152,Dagoberto Nogueira,PDT,01/06/21,"466,21000000000004",TELEFONIA
153,Dagoberto Nogueira,PDT,01/07/19,"100,0",COMBUSTÍVEIS E LUBRIFICANTES.
154,Dagoberto Nogueira,PDT,01/07/19,"10000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
155,Dagoberto Nogueira,PDT,01/07/19,"4505,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
156,Dagoberto Nogueira,PDT,01/07/19,"79,4",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
157,Dagoberto Nogueira,PDT,01/07/19,"439,0","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL."
158,Dagoberto Nogueira,PDT,01/07/19,"10400,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
159,Dagoberto Nogueira,PDT,01/07/19,"6396,450000000001",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
160,Dagoberto Nogueira,PDT,01/07/19,"8165,219999999999",PASSAGEM AÉREA - RPA
161,Dagoberto Nogueira,PDT,01/07/19,"109,99",TELEFONIA
162,Dagoberto Nogueira,PDT,01/07/20,"10000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
163,Dagoberto Nogueira,PDT,01/07/20,"10400,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
164,Dagoberto Nogueira,PDT,01/07/20,"2853,72",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
165,Dagoberto Nogueira,PDT,01/07/20,"1747,84",TELEFONIA
166,Dagoberto Nogueira,PDT,01/07/21,"150,0",COMBUSTÍVEIS E LUBRIFICANTES.
167,Dagoberto Nogueira,PDT,01/07/21,"20000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
168,Dagoberto Nogueira,PDT,01/07/21,"7233,42",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
169,Dagoberto Nogueira,PDT,01/07/21,"600,0",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
170,Dagoberto Nogueira,PDT,01/07/21,"-2514,23",PASSAGEM AÉREA - SIGEPA
171,Dagoberto Nogueira,PDT,01/07/21,"544,59",TELEFONIA
172,Dagoberto Nogueira,PDT,01/08/19,"1991,72",COMBUSTÍVEIS E LUBRIFICANTES.
173,Dagoberto Nogueira,PDT,01/08/19,"10000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
174,Dagoberto Nogueira,PDT,01/08/19,"233,42",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
175,Dagoberto Nogueira,PDT,01/08/19,"102,9",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
176,Dagoberto Nogueira,PDT,01/08/19,"10400,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
177,Dagoberto Nogueira,PDT,01/08/19,"5568,2",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
178,Dagoberto Nogueira,PDT,01/08/19,"5602,32",PASSAGEM AÉREA - RPA
179,Dagoberto Nogueira,PDT,01/08/19,"15,25",SERVIÇOS POSTAIS
180,Dagoberto Nogueira,PDT,01/08/19,"1239,48",TELEFONIA
181,Dagoberto Nogueira,PDT,01/08/20,"2737,44",COMBUSTÍVEIS E LUBRIFICANTES.
182,Dagoberto Nogueira,PDT,01/08/20,"10000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
183,Dagoberto Nogueira,PDT,01/08/20,"15233,42",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
184,Dagoberto Nogueira,PDT,01/08/20,"10400,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
185,Dagoberto Nogueira,PDT,01/08/20,"2329,5299999999997",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
186,Dagoberto Nogueira,PDT,01/08/20,"-4026,86",PASSAGEM AÉREA - SIGEPA
187,Dagoberto Nogueira,PDT,01/08/20,"112,97",TELEFONIA
188,Dagoberto Nogueira,PDT,01/08/21,"7000,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
189,Dagoberto Nogueira,PDT,01/08/21,"-641,8100000000001",PASSAGEM AÉREA - SIGEPA
190,Dagoberto Nogueira,PDT,01/09/19,"6111,2",COMBUSTÍVEIS E LUBRIFICANTES.
191,Dagoberto Nogueira,PDT,01/09/19,"10000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
192,Dagoberto Nogueira,PDT,01/09/19,"90,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
193,Dagoberto Nogueira,PDT,01/09/19,"84,07",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
194,Dagoberto Nogueira,PDT,01/09/19,"10400,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
195,Dagoberto Nogueira,PDT,01/09/19,"6140,08",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
196,Dagoberto Nogueira,PDT,01/09/19,"11804,529999999999",PASSAGEM AÉREA - RPA
197,Dagoberto Nogueira,PDT,01/09/19,"-537,18",PASSAGEM AÉREA - SIGEPA
198,Dagoberto Nogueira,PDT,01/09/19,"854,9100000000001",TELEFONIA
199,Dagoberto Nogueira,PDT,01/09/20,"10233,34","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
200,Dagoberto Nogueira,PDT,01/09/20,"10400,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
201,Dagoberto Nogueira,PDT,01/09/20,"2904,2200000000003",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
202,Dagoberto Nogueira,PDT,01/09/20,"1412,96",TELEFONIA
203,Dagoberto Nogueira,PDT,01/09/21,"2620,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
204,Dagoberto Nogueira,PDT,01/09/21,"95,6",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
205,Dagoberto Nogueira,PDT,01/09/21,"465,72",TELEFONIA
206,Dagoberto Nogueira,PDT,01/10/19,"4876,94",COMBUSTÍVEIS E LUBRIFICANTES.
207,Dagoberto Nogueira,PDT,01/10/19,"1000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
208,Dagoberto Nogueira,PDT,01/10/19,"233,42",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
209,Dagoberto Nogueira,PDT,01/10/19,"142,21",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
210,Dagoberto Nogueira,PDT,01/10/19,"10876,66",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
211,Dagoberto Nogueira,PDT,01/10/19,"10447,77",PASSAGEM AÉREA - RPA
212,Dagoberto Nogueira,PDT,01/10/19,"295,0",SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.
213,Dagoberto Nogueira,PDT,01/10/19,"601,4",TELEFONIA
214,Dagoberto Nogueira,PDT,01/10/20,"4753,09",COMBUSTÍVEIS E LUBRIFICANTES.
215,Dagoberto Nogueira,PDT,01/10/20,"10000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
216,Dagoberto Nogueira,PDT,01/10/20,"10400,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
217,Dagoberto Nogueira,PDT,01/10/20,"2365,62",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
218,Dagoberto Nogueira,PDT,01/10/20,"759,06",TELEFONIA
219,Dagoberto Nogueira,PDT,01/10/21,"233,42",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
220,Dagoberto Nogueira,PDT,01/11/19,"3255,12",COMBUSTÍVEIS E LUBRIFICANTES.
221,Dagoberto Nogueira,PDT,01/11/19,"20000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
222,Dagoberto Nogueira,PDT,01/11/19,"4233,42",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
223,Dagoberto Nogueira,PDT,01/11/19,"78,24000000000001",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
224,Dagoberto Nogueira,PDT,01/11/19,"10400,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
225,Dagoberto Nogueira,PDT,01/11/19,"5000,0",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
226,Dagoberto Nogueira,PDT,01/11/19,"3730,77",PASSAGEM AÉREA - RPA
227,Dagoberto Nogueira,PDT,01/11/19,"-4873,639999999999",PASSAGEM AÉREA - SIGEPA
228,Dagoberto Nogueira,PDT,01/11/19,"1102,8500000000001",SERVIÇOS POSTAIS
229,Dagoberto Nogueira,PDT,01/11/19,"671,51",TELEFONIA
230,Dagoberto Nogueira,PDT,01/11/20,"2773,14",COMBUSTÍVEIS E LUBRIFICANTES.
231,Dagoberto Nogueira,PDT,01/11/20,"20000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
232,Dagoberto Nogueira,PDT,01/11/20,"10400,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
233,Dagoberto Nogueira,PDT,01/11/20,"2550,0",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
234,Dagoberto Nogueira,PDT,01/11/20,"-2754,9",PASSAGEM AÉREA - SIGEPA
235,Dagoberto Nogueira,PDT,01/11/20,"456,36",TELEFONIA
236,Dagoberto Nogueira,PDT,01/11/21,"465,72",TELEFONIA
237,Dagoberto Nogueira,PDT,01/12/19,"579,38",COMBUSTÍVEIS E LUBRIFICANTES.
238,Dagoberto Nogueira,PDT,01/12/19,"10000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
239,Dagoberto Nogueira,PDT,01/12/19,"4000,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
240,Dagoberto Nogueira,PDT,01/12/19,"40,2",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
241,Dagoberto Nogueira,PDT,01/12/19,"2600,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
242,Dagoberto Nogueira,PDT,01/12/19,"6980,32",PASSAGEM AÉREA - RPA
243,Dagoberto Nogueira,PDT,01/12/19,"2047,79",PASSAGEM AÉREA - SIGEPA
244,Dagoberto Nogueira,PDT,01/12/19,"71,75",SERVIÇOS POSTAIS
245,Dagoberto Nogueira,PDT,01/12/19,"640,4399999999999",TELEFONIA
246,Dagoberto Nogueira,PDT,01/12/20,"2248,95",COMBUSTÍVEIS E LUBRIFICANTES.
247,Dagoberto Nogueira,PDT,01/12/20,"10400,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
248,Dagoberto Nogueira,PDT,01/12/20,"3036,2200000000003",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
249,Dagoberto Nogueira,PDT,01/12/20,"339,91",TELEFONIA
250,Dagoberto Nogueira,PDT,01/12/21,"205,23",COMBUSTÍVEIS E LUBRIFICANTES.
251,Dagoberto Nogueira,PDT,01/12/21,"233,42",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
252,Dagoberto Nogueira,PDT,01/12/21,"931,44",TELEFONIA
253,CORONEL BITTENCOURT,PRB,01/01/19,"2055,41",COMBUSTÍVEIS E LUBRIFICANTES.
254,CORONEL BITTENCOURT,PRB,01/01/19,"4500,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
255,CORONEL BITTENCOURT,PRB,01/01/19,"12000,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
256,CORONEL BITTENCOURT,PRB,01/01/19,"193,02",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
257,CORONEL BITTENCOURT,PRB,01/01/19,"462,0","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL."
258,CORONEL BITTENCOURT,PRB,01/01/19,"1808,06",PASSAGEM AÉREA - RPA
259,CORONEL BITTENCOURT,PRB,01/01/19,"215,51999999999998",SERVIÇOS POSTAIS
260,CORONEL BITTENCOURT,PRB,01/01/19,"32,6",TELEFONIA
261,CORONEL BITTENCOURT,PRB,01/04/19,"38,95",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
262,CORONEL BITTENCOURT,PRB,01/04/19,"2336,55",PASSAGEM AÉREA - RPA
263,CORONEL BITTENCOURT,PRB,01/07/19,"96,3",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
264,CORONEL BITTENCOURT,PRB,01/08/19,"188,71",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
265,CORONEL BITTENCOURT,PRB,01/09/19,"100,0",COMBUSTÍVEIS E LUBRIFICANTES.
266,CORONEL BITTENCOURT,PRB,01/09/19,"73,26",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
267,CORONEL BITTENCOURT,PRB,01/09/19,"1739,55",PASSAGEM AÉREA - RPA
268,CORONEL BITTENCOURT,PRB,01/10/19,"3206,12",PASSAGEM AÉREA - RPA
269,CORONEL BITTENCOURT,PRB,01/10/19,"154,05",SERVIÇOS POSTAIS
270,CORONEL BITTENCOURT,PRB,01/11/19,"7700,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
271,ELIZEU DIONIZIO,PSB,01/01/19,"17500,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
272,ELIZEU DIONIZIO,PSB,01/01/19,"9800,0",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
273,ELIZEU DIONIZIO,PSB,01/01/19,"33,76",SERVIÇOS POSTAIS
274,ELIZEU DIONIZIO,PSB,01/02/19,"6000,0",COMBUSTÍVEIS E LUBRIFICANTES.
275,ELIZEU DIONIZIO,PSB,01/02/19,"332,68",TELEFONIA
276,ELIZEU DIONIZIO,PSB,01/03/19,"113,17",TELEFONIA
277,Fábio Trad,PSD,01/01/19,"186,11",COMBUSTÍVEIS E LUBRIFICANTES.
278,JUNIOR CORINGA,PSD,01/01/19,"738,69",COMBUSTÍVEIS E LUBRIFICANTES.
279,JUNIOR CORINGA,PSD,01/01/19,"6000,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
280,Fábio Trad,PSD,01/01/19,"22250,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
281,JUNIOR CORINGA,PSD,01/01/19,"12000,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
282,JUNIOR CORINGA,PSD,01/01/19,"690,5",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
283,JUNIOR CORINGA,PSD,01/01/19,"2284,21",LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES
284,Fábio Trad,PSD,01/01/19,"450,0",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
285,Fábio Trad,PSD,01/01/19,"2526,63",PASSAGEM AÉREA - RPA
286,JUNIOR CORINGA,PSD,01/01/19,"9376,17",PASSAGEM AÉREA - RPA
287,Fábio Trad,PSD,01/01/19,"33,76",SERVIÇOS POSTAIS
288,Fábio Trad,PSD,01/01/19,"6,08",TELEFONIA
289,JUNIOR CORINGA,PSD,01/01/19,"113,6",TELEFONIA
290,Fábio Trad,PSD,01/01/20,"1500,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
291,Fábio Trad,PSD,01/01/20,"2109,63",PASSAGEM AÉREA - RPA
292,Fábio Trad,PSD,01/01/20,"38,71",SERVIÇOS POSTAIS
293,Fábio Trad,PSD,01/01/21,"379,98",SERVIÇOS POSTAIS
294,Fábio Trad,PSD,01/02/19,"13200,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
295,Fábio Trad,PSD,01/02/19,"383,85",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
296,Fábio Trad,PSD,01/02/19,"265,1","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL."
297,Fábio Trad,PSD,01/02/19,"4909,3",PASSAGEM AÉREA - RPA
298,Fábio Trad,PSD,01/02/19,"85,0","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO"
299,Fábio Trad,PSD,01/02/19,"69,47",SERVIÇOS POSTAIS
300,Fábio Trad,PSD,01/02/20,"208,79",COMBUSTÍVEIS E LUBRIFICANTES.
301,Fábio Trad,PSD,01/02/20,"8100,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
302,Fábio Trad,PSD,01/02/20,"95,65",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
303,Fábio Trad,PSD,01/02/20,"20,0","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO"
304,Fábio Trad,PSD,01/02/20,"37,59",SERVIÇOS POSTAIS
305,Fábio Trad,PSD,01/02/20,"18,23",TELEFONIA
306,Fábio Trad,PSD,01/02/21,"650,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
307,Fábio Trad,PSD,01/02/21,"19,62",SERVIÇOS POSTAIS
308,Fábio Trad,PSD,01/03/19,"1044,41",COMBUSTÍVEIS E LUBRIFICANTES.
309,Fábio Trad,PSD,01/03/19,"3500,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
310,Fábio Trad,PSD,01/03/19,"19400,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
311,Fábio Trad,PSD,01/03/19,"130,63",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
312,Fábio Trad,PSD,01/03/19,"693,4","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL."
313,Fábio Trad,PSD,01/03/19,"450,0",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
314,Fábio Trad,PSD,01/03/19,"13548,970000000001",PASSAGEM AÉREA - RPA
315,Fábio Trad,PSD,01/03/19,"101,26","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO"
316,Fábio Trad,PSD,01/03/19,"35,46",SERVIÇOS POSTAIS
317,Fábio Trad,PSD,01/03/20,"650,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
318,Fábio Trad,PSD,01/03/20,"220,0",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
319,Fábio Trad,PSD,01/03/20,"11360,1",PASSAGEM AÉREA - RPA
